~id,~label,name:String,dosage:String
35779,treatment,paroxetine,{'10 mg': 18}
35780,treatment,simethicone,"{'2 pills': 5, '4 pills': 2}"
35781,treatment,paracetamol,"{'4 x 500mg': 1, '1 pill x 2': 7, '2 every 4 hours ': 1}"
35782,treatment,thiamine,{'500mg': 1}
35783,treatment,b1 ,{'500mg': 38}
35784,treatment,hydroxychloroquine,{'200mg n': 1}
35785,treatment,prednisolone,{'20mg od ': 1}
35786,treatment,hydroxychloroquine,{'200mg n': 2}
35787,treatment,prednisolone,{'20mg od ': 2}
35788,treatment,paracetamol,{'500mg in norning': 2}
35789,treatment,paracetamol,"{'500mg in norning': 7, '2 x 500mg': 5}"
35790,treatment,ibuprofen,{'2x200mg': 1}
35791,treatment,diazepam,{'1 x 5mg': 4}
35792,treatment,paracetamol,"{'2 x 500mg': 1, '1.0 capsule': 37, '2 x 1.0 tablet': 12}"
35793,treatment,endep,{'50 mg': 4}
35794,treatment,ventolin,"{'2 x puffs': 1, '2 puffs': 3}"
35795,treatment,panadeine forte,"{'2 x 500mg/30mg': 1, '1 tablet': 3}"
35796,treatment,seretide,{'1 x puff': 4}
35797,treatment,cannabis,"{'1 bowl': 1, '5 bowls': 3}"
35798,treatment,endep,"{'50 mg': 1, '10mg': 3}"
35799,treatment,diazepam,"{'1 x 5mg': 1, '2 x 10mg': 1}"
35800,treatment,seretide,{'1 x puff': 1}
35801,treatment,cannabis,"{'2 bowls': 1, '1g': 3}"
35802,treatment,massage,{'15.0 minutes': 3}
35803,treatment,ldn,{'.5': 17}
35804,treatment,omega 3,{'1 Cap/Day': 17}
35805,treatment,butrans,{'15mcg/hr': 1}
35806,treatment,l-methylfolate,{'3 x 1000mcg': 3}
35807,treatment,phenergan,"{'.5 x 25mg': 1, '30 mg/1 mL': 1}"
35808,treatment,l-methylfolate,{'3 x 1000mcg': 1}
35809,treatment,reglan,{'10mg': 1}
35810,treatment,compazine,"{'10mg': 7, '5mg': 8}"
35811,treatment,zofran,{'2 x 4.0 mg': 2}
35812,treatment,butrans,{'15mcg/hr': 2}
35813,treatment,naproxen,{'220 mg': 1}
35814,treatment,dexamphetamine,"{'5mg ': 3, '2 x 5mg': 1, '4 x 5mg': 3, '4 x 5': 1, '6 x 5mg': 1}"
35815,treatment,levothyroxine,{'.125': 3}
35816,treatment,ibuprofen,"{'4 x 200 mg': 1, '2 200 mg': 1}"
35817,treatment,cephalexin,{'500mg': 1}
35818,treatment,tramacet,"{'2.0 pill': 1, '6.0 Pill': 4}"
35819,treatment,reactine,{'10 mg': 1}
35820,treatment,digoxin,{'62.5Mg': 1}
35821,treatment,simponi,{'50mg': 3}
35822,treatment,excedrin,{'3 pills': 1}
35823,treatment,doxycycline,{'1 x 100mg': 1}
35824,treatment,fluoxetine,{'1 x 20mg': 10}
35825,treatment,gabapentin,"{'1 x 600mg': 10, '1 x 300mg': 3}"
35826,treatment,hyoscyamine,{'.125mg': 10}
35827,treatment,tyneol,{'3000': 10}
35828,treatment,hyoscyamine,{'.125mg': 1}
35829,treatment,tyneol,{'3000': 1}
35830,treatment,ciprofloxacin,{'250mg': 1}
35831,treatment,ciprofloxacin,{'250mg': 3}
35832,treatment,claritin,{'10mg': 3}
35833,treatment,abilify,{'2.5mg': 7}
35834,treatment,benzonatate,{'200mg': 7}
35835,treatment,nitrofurantoin,{'100mg': 7}
35836,treatment,abilify,{'2.5mg': 1}
35837,treatment,gabapentin,"{'1 x 600mg': 1, '1 x 800mg 3x daily': 1}"
35838,treatment,ibuprofen,"{'600mg': 1, '1 pill ': 1}"
35839,treatment,benzonatate,{'200mg': 1}
35840,treatment,nitrofurantoin,{'100mg': 1}
35841,treatment,hydroxyzine pamoate,{'25mg': 1}
35842,treatment,hydroxyzine pamoate,{'25mg': 5}
35843,treatment,ibuprofen,{'2 x 200.0 mg': 11}
35844,treatment,loratadine,{'10.0 mg': 11}
35845,treatment,prednisone,"{'10 mg ': 2, '20 mg': 8, '50 mg': 5, '15 mg': 1}"
35846,treatment,plaquenil,{'1 tab': 6}
35847,treatment,cymbalta,"{'40 mg': 4, '1 x 90mg': 7, '30 mg': 4, '1 x 60.0 mg': 5}"
35848,treatment,valium,{'half pill': 4}
35849,treatment,valium,{'half pill': 1}
35850,treatment,nexium,{'1 x 20mg': 3}
35851,treatment,acyclovir,{'500': 1}
35852,treatment,valerian root,{'2mg tablet': 12}
35853,treatment,hydroxizine,{'12.5mg': 1}
35854,treatment,duloxetine,{'60mg': 1}
35855,treatment,metformin,{'1000mg': 1}
35856,treatment,naproxen,{'1 500mg morning': 3}
35857,treatment,fish oil,{'2 softgel': 1}
35858,treatment,serterline,{'1 tablet': 1}
35859,treatment,fish oil,{'2 softgel': 155}
35860,treatment,serterline,"{'1 tablet': 153, '1 Tablet': 1, '100mg': 1}"
35861,treatment,ibprofen,"{'3 pills': 2, '2 tablets': 2}"
35862,treatment,naproxen,{'1 ': 1}
35863,treatment,tylenol,{'2': 1}
35864,treatment,fish oil,"{'2 softgel': 1, '1000 mg 2x day': 7, '4pills': 4, '6 total': 6, '2 total': 1, '2': 188, '1': 6, '2 ': 1}"
35865,treatment,vitamin d3,{'2 ': 1}
35866,treatment,serterline,"{'1 Tablet': 1, '1 tablet': 12}"
35867,treatment,serterline,"{'1 Tablet': 1, '1 tablet': 41}"
35868,treatment,percocet,{'1/2 tablet': 1}
35869,treatment,risperidone,"{'0.25 mg': 2, '0.5mg': 12}"
35870,treatment,ranitidine,"{'1/2 dose': 1, '1 tablet': 1}"
35871,treatment,gabapentin,"{'2': 1, '2 cap': 1, '2x': 1, '3x a day': 1, '200mg TID': 1}"
35872,treatment,citalopram,"{'10.0 mg': 4, '1 x 30mg': 1}"
35873,treatment,ibuprofen,{'3x 200mg': 1}
35874,treatment,isalgy,"{'3': 23, '4': 11, '6': 1, '5': 1, '2': 51, '1': 5}"
35875,treatment,tramadol matin,"{'150': 16, '200': 73, '100': 6}"
35876,treatment,lyrica matin,"{'25': 12, '50': 80, '75': 3}"
35877,treatment,tramadol soir,"{'150': 15, '200': 74, '100': 6}"
35878,treatment,lyrica soir,"{'100': 25, '75': 69, '125': 1}"
35879,treatment,xanax soir,"{'0.5': 83, '0.75': 10, '1.0': 2}"
35880,treatment,xanax sb,"{'0.25': 68, '0.5': 26}"
35881,treatment,paracetamol 500,"{'2': 59, '3': 5, '1': 9}"
35882,treatment,skudexum,{'3': 8}
35883,treatment,paracetamol 1g,"{'1': 67, '2': 1}"
35884,treatment,forte nuit plantes ,"{'1': 4, '0.5': 12}"
35885,treatment,xanax sb,"{'0.25': 4, '0.5': 2}"
35886,treatment,isalgy,"{'1': 2, '2': 2, '3': 2}"
35887,treatment,tramadol matin,{'100': 6}
35888,treatment,lyrica matin,{'50': 6}
35889,treatment,tramadol soir,{'100': 6}
35890,treatment,lyrica soir,{'75': 6}
35891,treatment,xanax soir,{'0.5': 6}
35892,treatment,skudexum,"{'3': 5, '2': 1}"
35893,treatment,paracetamol 1g,{'1': 6}
35894,treatment,forte nuit plantes ,"{'1': 4, '0.5': 2}"
35895,treatment,ibuprophene 400,"{'3': 2, '2': 3, '1.5': 36, '1': 1, '0.5': 2}"
35896,treatment,ondansetron,"{'2 pills': 40, '1 pill ': 1}"
35897,treatment,ondansetron,{'2 pills': 1}
35898,treatment,fluoxetine,{'2 pills': 18}
35899,treatment,ondansetron,{'2 pills': 7}
35900,treatment,tramadol,"{'150': 1, '100 x 3': 1, '100': 78}"
35901,treatment,cannabis,{'as needed': 1}
35902,treatment,aubagio,{'14 mg': 1}
35903,treatment,lorazepam,"{'1 mg': 1, '0.5': 1}"
35904,treatment,viibryd,{'10.0 mg': 1}
35905,treatment,l-glutamine,{'2 x 1 g': 1}
35906,treatment,l-glutamine,"{'2 x 1 g': 1, '500mg': 50, '1 x 1000mg': 1}"
35907,treatment,fish oil,"{'1 pill': 5, '1 pill ': 39}"
35908,treatment,turkey tail,"{'2 pills': 40, '3 pills': 4}"
35909,treatment,pterostilbene,"{'1 pill': 5, '1 pill ': 39}"
35910,treatment,metronidazole,{'0.75%': 12}
35911,treatment,phazyme,{'250mg': 12}
35912,treatment,losartan hctz,{'100/25mg': 12}
35913,treatment,gabapentin,"{'1 x 200 mg': 101, '1 x 300mg': 171, '1 x 600mg': 3, '1 x 100mg': 13}"
35914,treatment,melatonin,"{'1 x 5.0 mg': 224, '2 x 5.0mg': 30, '2 x 1.0 tablet': 34}"
35915,treatment,deep breathing,"{'20min': 1, 'short': 2, 'at rest times': 1}"
35916,treatment,pain meds,"{'2.0 tablet': 24, 'one': 10, 'two': 1, '4.0 tablets': 1, '1.0 tablet': 60, '3.0 tablets': 5}"
35917,treatment,neck exercises,"{'before bed': 200, 'throughout day': 23, 'morning and night': 61, 'morning': 3, '1 time': 1}"
35918,treatment,aerobic exercize,"{'40min': 19, '35min': 10, '30min': 206, '1+ hr hike': 1, '20min': 3, '60min': 2, '45min': 39, '50min': 2, '1hr': 5, '1.5hrs': 1}"
35919,treatment,gravol,"{'2.0 pill(s)': 5, '1.0 pill(s)': 277, '2.0 tablet': 1, '1 drowsy before bed': 1, '2 drowsy before bed': 1}"
35920,treatment,physiotherapy,"{'20min appt.': 1, '30 min': 2}"
35921,treatment,rest breaks,"{'regular; 8-10min at a time': 1, '1 x 20min': 266, 'a few': 1, 'many in solid blocks': 1, '1 x 30min': 4, '1.5 hr nap': 5, '1hr nap': 4, '3.5hr nap': 1, '40min nap': 1, '2hr nap': 1}"
35922,treatment,8 hours of sleep,"{'8/9': 194, '9': 13, '9/10': 6, '10+': 8, '10': 2}"
35923,treatment,cbt,{'45min appt.': 2}
35924,treatment,massage,{'45 min': 2}
35925,treatment,hydrocortisone,{'10 mg at 9 am and 5 mg at 2pm': 1}
35926,treatment,hydrocortisone,{'10 mg at 9 am and 5 mg at 2pm': 2}
35927,treatment,sleep,{'7h': 2}
35928,treatment,nap,{'1': 2}
35929,treatment,nap,{'1': 1}
35930,treatment,sleep,"{'7h': 2, '8 hrs +3 hrs': 1}"
35931,treatment,mefanamic acid,"{'3': 1, '2 x 250mg': 22}"
35932,treatment,acetaminophen,{'2 x 500mg': 1}
35933,treatment,diclofenac,{'75-200 TB': 1}
35934,treatment,trintellix,{'5 mg': 1}
35935,treatment,"collagen, hydrolyzed","{'1 tablespoon': 1, '2 Tablespoons': 4, '20 mg': 1}"
35936,treatment,extorxib,{'90': 1}
35937,treatment,extorxib,{'90': 3}
35938,treatment,extorxib,{'90': 7}
35939,treatment,codéine ,{'x2': 1}
35940,treatment,codéine ,{'x2': 8}
35941,treatment,guarana + rhodiola,{'1/2': 15}
35942,treatment,guarana + rhodiola,{'1/2': 2}
35943,treatment,cyclobenzaprine,"{'5.0 mg': 7, '10 mg at night': 16}"
35944,treatment,magnesium,"{'1x250mg': 23, '1 capsule': 6, '1': 1, '1 tablet': 1, '1 x 500mg': 8, '500iu': 1, '1x 500mg': 20, '500': 1, '2 pills': 5}"
35945,treatment,topimax,"{'100': 20, '150': 3}"
35946,treatment,cyclobenzaprine,{'10 ': 1}
35947,treatment,magnesium,{'1x250mg': 1}
35948,treatment,topimax,{'100': 1}
35949,treatment,fioricet,{'2': 1}
35950,treatment,mucinex dm,{'1 tab': 10}
35951,treatment,mucinex dm,{'1 tab': 1}
35952,treatment,ibuprofen,"{'1 pill ': 1, '1 X 800mg BID': 1}"
35953,treatment,maca,"{'1 tsp': 6, '1 tbsp': 11}"
35954,treatment,nabumetone,{'750mg': 1}
35955,treatment,amantadine,"{'1 x 100mg': 3, '1': 12, '2 x 100mg': 3}"
35956,treatment,citalopram,"{'1 x 20mg': 5, '20mg': 21}"
35957,treatment,paramol,{'2 tablets': 3}
35958,treatment,compression stockings,"{'8 hours': 1, '15-20 thigh high': 9, '20-30 knee high': 1}"
35959,treatment,duexis,"{'826.6 mg': 4, '826.0 mg': 14, '2 x 826.0 mg': 2, '800.0 mg': 4}"
35960,treatment,duexis,"{'826.0 mg': 77, '2 x 826.0 mg': 10, '3 x 826.0 mg': 2, '825.0 mg': 2}"
35961,treatment,cocodamol,"{'3 x 4.0 hours': 1, '4.0 hours': 1}"
35962,treatment,acetyl-l-carnitine,"{'10.0 pill': 2, '8.0 pill': 33, '6.0 pill': 41, '4.0 pill': 16, '3200.0 mg': 1, '10.0 capsules': 3, '8.0 capsule': 54, '12.0 capsules': 108, '3 capsules': 1}"
35963,treatment,ferrous gluconate,"{'2.0 pill': 116, '4.0 pill': 24, '2 x 2.0 pill': 1, '4.0 pills': 1, '4.0 tablets': 94, '2 tablets': 20, '1 tablet': 3}"
35964,treatment,ribose,"{'2.0 pill': 38, '4.0 pill': 4, '4.0 g ': 1, '1500.0 mg': 195, '750mg': 20}"
35965,treatment,taurine,"{'6.0 g': 21, '4.0 g': 12, '8.0 g': 12, '2.0 g': 2, '2.0 mg': 154, '1 g': 59}"
35966,treatment,ubiquinol,"{'2.0 pill': 11, '1.0 pill': 23, '2 x 2.0 pill': 1, '1.0 capsule': 2, '100.0 mg': 214}"
35967,treatment,vitamin b1,"{'200.0 mg': 256, '100.0 mg': 1, '600.0 mg': 1}"
35968,treatment,vitamin b6,"{'2 x 200.0 mg': 2, '200.0 mg': 227, '2.0 pill': 2}"
35969,treatment,vitamin d,"{'4000.0 IU': 25, '2000.0 IU': 233, '2 x 4000.0 IU': 1}"
35970,treatment,vitamin c,"{'1.0 g ': 18, '2.0 g ': 20, '2 x 1.0 g ': 1, '4.0 tablet': 4, '2000.0 mg': 28, '1.0 g': 63, '3.0 mg': 1, '3.0 g': 1, '3000.0 mg': 85, '1000.0 mg': 8, '1.0 pill': 1, '2.0 g': 6, '2 g': 1, '2000 mg': 1, '2.0 tablet': 21}"
35971,treatment,uncooked cornstarch,"{'1.0 tbsp': 5, '2.0 tbsp': 228}"
35972,treatment,glutamine,"{'2.0 g': 211, '2.0 g ': 3}"
35973,treatment,exercise--walking,"{'20.0 min': 9, '15.0 min': 8, '10.0 min': 5, '30.0 min': 4, '25.0 min': 2, '1.5 hrs': 2, '10.0 mins': 1, '15.0 mins': 209, '60.0 mins': 2, '40.0 mins': 1, '30.0 mins': 1, '20.0 mins': 1, '30 mins': 1}"
35974,treatment,analgesic,{'2 pc': 1}
35975,treatment,analgesic,"{'2 pc': 4, 'cocodamol 3*': 31}"
35976,treatment,cabergoline,"{'1mg': 44, '0.5mg': 1}"
35977,treatment,testosterone,{'160mg': 45}
35978,treatment,cabergoline,{'1mg': 1}
35979,treatment,testosterone,{'160mg': 1}
35980,treatment,analgesic,{'cocodamol 3*': 1}
35981,treatment,baclofen,"{'1': 6, '3 x 10.0 mg': 1}"
35982,treatment,gym,{'1 hour & 15 min walk/wk': 8}
35983,treatment,novorapid,"{'42 units': 6, '34': 1, '36': 1}"
35984,treatment,abilify,"{'5.0 mg': 2, '2.5 mg': 1}"
35985,treatment,keppra,{'2 x 500.0 mg': 2}
35986,treatment,lamotrigine,{'200.0 mg x 2.25': 2}
35987,treatment,prilosec,"{'20.0 mg': 2, '1 capsule': 3}"
35988,treatment,topamax,{'75.0 mg x 6': 2}
35989,treatment,curcumin,"{'3 x daily': 1, '1 capsule a day': 1, '400.0 mg': 1}"
35990,treatment,duloxetine,"{'30 mg': 1, '90.0 mg': 1}"
35991,treatment,low dose naltrexone,{'1.0 mg': 1}
35992,treatment,low dose naltrexone,"{'1.0 mg': 1, '4.5 mg': 78}"
35993,treatment,cbd oil,"{'1 dose': 1, '.3ml x3': 1}"
35994,treatment,seroquel,{'25 mg': 3}
35995,treatment,adderall,"{'3 x 20.0 mg': 1, '1 x 20mg': 1, '20mg': 1, '2 x 10.0 mg': 1, '2 x 20 mg': 5}"
35996,treatment,vitamin d,"{'8 drops': 1, '800 mg': 1}"
35997,treatment,tirosint,{'112 mcg': 1}
35998,treatment,tirosint,{'112 mcg': 16}
35999,treatment,prozac,"{'2 x 20mg': 2, '40.0 mg': 1}"
36000,treatment,iron,{'45 mg': 2}
36001,treatment,dramamine,{'4 x 100.0 mg': 2}
36002,treatment,elmiron,{'2 x 100.0 mg': 2}
36003,treatment,metoprolol,{'25.0 mg': 2}
36004,treatment,prilosec,"{'40.0 mg': 2, '2 ': 1}"
36005,treatment,seroquel,{'3 x 600.0 mg': 2}
36006,treatment,propranolol er,{'60.0 mg': 1}
36007,treatment,vitamin d3,"{'1 x 50,000 IU': 7}"
36008,treatment,vitamin d3,"{'1 x 50,000 IU': 2}"
36009,treatment,vitamin d2,"{'2000 IU': 1, '4000 IU': 81}"
36010,treatment,vitamin d2,{'4000 IU': 2}
36011,treatment,co-codamol,{'1 x 30/500 mg': 1}
36012,treatment,iron,{'1 veg': 1}
36013,treatment,vitex agnus-castus,{'.5': 1}
36014,treatment,dolormin,{'2': 1}
36015,treatment,bonasanit,{'1': 1}
36016,treatment,mastodydon,{'1': 1}
36017,treatment,dolormin,{'2': 10}
36018,treatment,bonasanit,{'1': 10}
36019,treatment,mastodydon,"{'2': 1, '1': 9}"
36020,treatment,vitex agnus-castus,{'5': 9}
36021,treatment,multi vitamin,{'1 tablet': 47}
36022,treatment,zzzquil,{'15 mg': 1}
36023,treatment,topirimate,{'50MG BID': 1}
36024,treatment,physiotherapy,"{'5 minutes': 1, '30 min': 1}"
36025,treatment,tramadol,"{'50.0 mg': 1, '2 pills': 2, '4 pills': 1}"
36026,treatment,asacol,{'2000 mg': 1}
36027,treatment,fluoxetine,{'2 x 40mg': 14}
36028,treatment,lamictal,"{'2 x 200mg': 13, '200mg': 1}"
36029,treatment,synthroid,"{'.50 mcg': 2, '88 mg': 8, '. 75mcg': 1, '1 x 100mcg': 21}"
36030,treatment,digestive enzyme,{'1': 1}
36031,treatment,antacid,{'2': 1}
36032,treatment,omega-3,"{'2 pills': 4, '8000 mg': 1, '6000 mg': 1}"
36033,treatment,aerius,{'1 × 5 mg': 1}
36034,treatment,vitamin b complex,{'1 tablet': 2}
36035,treatment,lyrica,{'1x150 & 1x125': 1}
36036,treatment,tramadol,{'1 x 50mg every 6 hours': 10}
36037,treatment,muscle relaxer,{'8mg': 10}
36038,treatment,co-codamol,"{'8 x 30/500mg': 1, '2 x 4 Times a day ': 1}"
36039,treatment,prednisolone,{'5mg': 2}
36040,treatment,sulfasalazine,{'1000 mg': 2}
36041,treatment,prednisone 20mg,"{'1 x 20': 6, '30 mg': 3, '2x 20mg': 2}"
36042,treatment,rizatriptan,{'10 mg': 8}
36043,treatment,humidifier,{'high': 1}
36044,treatment,rizatriptan,{'10 mg': 1}
36045,treatment,rizatriptan,{'10 mg': 2}
36046,treatment,ibuprofen,{'2 x 2.0 pill': 1}
36047,treatment,immodium,{'2': 1}
36048,treatment,immodium,{'2': 2}
36049,treatment,vitamin d3,{'2000.0 IU': 2}
36050,treatment,tylenol,"{'1000.0 mg': 1, '500.0 mg': 1}"
36051,treatment,azathioprine,{'150mg': 111}
36052,treatment,multivitamin,{'3.0 pill': 6}
36053,treatment,benefiber,"{'2.0 tsp': 2, '2 Tbs': 2}"
36054,treatment,calcium citrate,"{'3 x 334mg': 2, '1 pill x 2 times': 10}"
36055,treatment,magnesium oxide,"{'264mg': 2, '1': 10}"
36056,treatment,multi vitamin,{'1': 12}
36057,treatment,k2,{'3 x 30mcg': 11}
36058,treatment,silica colloidal anhydrous 556.9mg,{'556mg': 12}
36059,treatment,hexamine hippurate antibacterial,{'2g': 11}
36060,treatment,lialda,{'2.0 pill': 8}
36061,treatment,coenzyme q-10,{'100.0 mg': 5}
36062,treatment,fish oil,{'1505.0 mg': 5}
36063,treatment,vitamin b complex,{'400.0 mg': 5}
36064,treatment,entocort,{'3mg': 57}
36065,treatment,pentasa,"{'2,5 g': 8, '1,5': 5, '1,5g': 74, '2,5g': 1}"
36066,treatment,supradyn,{'1 pill': 88}
36067,treatment,kalcipos,{'1 pill': 88}
36068,treatment,de-ursil,{'225mg': 88}
36069,treatment,dexilant,{'30mg': 84}
36070,treatment,biovigor,{'10ml': 69}
36071,treatment,dexilant,{'30mg': 5}
36072,treatment,supradyn,{'1 pill': 5}
36073,treatment,kalcipos,{'1 pill': 5}
36074,treatment,de-ursil,{'225mg': 5}
36075,treatment,biovigor,{'10ml': 5}
36076,treatment,melatonin,{'1 pill': 64}
36077,treatment,melatonin,{'1 pill': 4}
36078,treatment,supradyn,{'1 pill': 1}
36079,treatment,entocort,{'3mg': 1}
36080,treatment,pentasa,"{'1,5g': 1}"
36081,treatment,kalcipos,{'1 pill': 1}
36082,treatment,de-ursil,{'225mg': 1}
36083,treatment,biovigor,{'10ml': 1}
36084,treatment,redormin,{'1 pill': 54}
36085,treatment,redormin,{'1 pill': 2}
36086,treatment,ventolin,{'2 puffs': 12}
36087,treatment,zomorph,{'40mg': 12}
36088,treatment,ketorolac,{'60 mg/2 mL': 1}
36089,treatment,pennsaid,{'Two Pumps': 1}
36090,treatment,gabapentin,{'1 600mg 3per day': 1}
36091,treatment,tylenol,"{'00,06,18': 1}"
36092,treatment,adderall xr,{'2 x 20 mg': 1}
36093,treatment,mylanta,{'2 Tablets': 3}
36094,treatment,ondansetron,{'8mg': 3}
36095,treatment,levlen,{'1 tablet': 3}
36096,treatment,ibuprofen,{'500 mg': 1}
36097,treatment,paracetamol,{'500 mg': 1}
36098,treatment,ibuprofen,{'500 mg': 2}
36099,treatment,paracetamol,{'500 mg': 2}
36100,treatment,ibuprofen,{'500 mg': 11}
36101,treatment,paracetamol,{'500 mg': 11}
36102,treatment,ibuprofen,{'500 mg': 27}
36103,treatment,paracetamol,"{'500 mg': 27, '1 pill x2': 1}"
36104,treatment,ibuprofen,{'500 mg': 3}
36105,treatment,estradiol,{'50 mcg': 6}
36106,treatment,iron,{'1 pill ': 59}
36107,treatment,phenergan,{'1 x 25mg': 59}
36108,treatment,loette,{'100/20mcg': 59}
36109,treatment,paracetamol,{'1 x 2 pills': 54}
36110,treatment,tramadol,{'50 mg x 1': 39}
36111,treatment,benefibre,{'1 sachet': 37}
36112,treatment,salt tablets,{'2.0 tablet': 1}
36113,treatment,codeine,{'36': 1}
36114,treatment,naproxen,"{'1000mg': 1, '1 500mg morning': 3}"
36115,treatment,astelin,{'2 sprays per nostril': 449}
36116,treatment,lunesta,"{'2mg': 277, '3mg': 1}"
36117,treatment,tylenol arthritis,"{'4 x 650mg': 68, '2 X 650mg': 199}"
36118,treatment,mitoq ,"{'2 x 5mg': 11, '1 X 5mg': 5}"
36119,treatment,miralax,"{'17 g': 1, '1 capful': 8}"
36120,treatment,doxycycline,"{'100 mg': 4, '2x 100mg': 32}"
36121,treatment,prozac,"{'20.0 mg': 73, '30 mg': 1, '30.0 mg': 96, '40.0 mg': 55, '10.0 mg': 22, '2 x 20mg': 1}"
36122,treatment,caltrate plus d,{'600mg/800IU': 38}
36123,treatment,magnesium glycinate,{'400.0 mg': 109}
36124,treatment,delsym,"{'10.0 ml': 19, '10 ml x 2': 2}"
36125,treatment,albuterol inhaler,"{'2 puffs x 2': 6, '2 puffs': 9, '2 puffs x 3': 2}"
36126,treatment,magnesium malate,"{'1 pill': 13, '2.0 capsule': 141, '1 pill ': 9, '3 tablets': 10, '360 mg': 229}"
36127,treatment,amoxicillin,{'875mg x2': 9}
36128,treatment,duoneb,"{'1 vial x2': 2, '1 vial x3': 4, '1 vial': 2}"
36129,treatment,mucinex dm,"{'1 tab x2': 2, '1 tab': 1}"
36130,treatment,flonase,"{'1 x 2.0 sprays': 70, '2.0 sprays': 3, '2 sprays per nostril': 214}"
36131,treatment,benadryl,"{'50.0 mg': 12, '2x 25mg': 3, '50 mg': 2, '1 x 50 mgs': 1}"
36132,treatment,tessalon perles,"{'100mg x 3': 3, '500mg': 1, '200mg x 2': 8, '200mg x 3': 11, '200mg': 7}"
36133,treatment,electrolytes,"{'3 tablets': 323, '2 tablets': 51, '1 tablet': 1, '5 tablets': 1, '4 tablets': 7, '2 servings': 1, '16 oz.': 7, '1 bottle': 6}"
36134,treatment,medrol,"{'4mg x 6': 1, '4mg x 5': 1, '4mg x 4': 1, '4mg x 3': 1, '4mg x 2': 1, '4mg x 1': 1}"
36135,treatment,multivitamin,"{'1 tablet': 4, '1.0 pill': 1, '1 Tablet/day': 3, '1 Tab/Day': 8}"
36136,treatment,l-methylfolate,"{'5000 mcg': 2, '400-800mcg': 8}"
36137,treatment,magnesium malate,"{'3 tablets': 2, '2.0 capsule': 1, '360 mg': 1, '3': 1}"
36138,treatment,trazodone,"{'100 mg': 4, '50.0 mg': 2}"
36139,treatment,turmeric,{'2 pills': 4}
36140,treatment,zyrtec,"{'10 mg': 5, '30mg': 2, '10 mg ': 2}"
36141,treatment,wellbutrin xl,{'450 mg': 4}
36142,treatment,banana bag oral solution,{'1 packet': 23}
36143,treatment,tylenol,"{'2 x 650 mg': 1, '500.0 mg': 39, '1000.0 mg': 1, '500.0 mg *2': 1, '500mg x4': 1, '500.0 x 3': 1, '500.0 mg x 2': 17, '500.0 mg x 8': 1, '500.0 mg x 5': 4, '500.0 mg x 7': 10, '500.0 mg x 3': 12, '500.0 mg x 1': 11, '500.0 mg x 4': 4, '500.0 x 4': 2}"
36144,treatment,imodium,"{'1 pill ': 15, '2.0 pills': 8, '0.5 tablet': 184, '1.5 tablets': 1, '2.5 tablets': 1}"
36145,treatment,singulair,{'10.0 mg': 203}
36146,treatment,psyllium husk,"{'1 teaspoon': 1, '2': 1}"
36147,treatment,imodium,{'0.5 tablet': 1}
36148,treatment,omega 3,"{'1000 mg': 72, '2 capsules': 3, '3xtablet': 1}"
36149,treatment,mucinex,"{'2 × 600mg': 2, '12hr 600mg': 1}"
36150,treatment,buspirone,{'2 x 10.0 mg': 1}
36151,treatment,claritin,"{'12-hour pill': 1, '1 pill ': 15}"
36152,treatment,claritin,{'12-hour pill': 9}
36153,treatment,pepcid,{'20mg': 9}
36154,treatment,naproxen,"{'1 500mg twice daiy': 13, '1 x 250mg': 3}"
36155,treatment,zapain,{'2': 11}
36156,treatment,meloxicam,{'7.5 MG': 4}
36157,treatment,glucosamine,{'2 x 1000.0 mg': 4}
36158,treatment,deep heat cream,{'both hands': 42}
36159,treatment,creon,"{'30': 1, '4x25000': 6, '5 pills • 3 times': 9}"
36160,treatment,minocycline,{'2x100mg': 1}
36161,treatment,symbicort,"{'2 x 1.0 puff': 1, '4 puffs': 1, '2 puffs': 1}"
36162,treatment,avamys,{'1': 1}
36163,treatment,advil,{'3 x 200mg': 5}
36164,treatment,amitriptyline,{'100mg 1x daily': 5}
36165,treatment,aspirin,{'2x 325mg': 5}
36166,treatment,sumatriptan,{'0.5 pill': 5}
36167,treatment,aspirin,{'2x 325mg': 1}
36168,treatment,sumatriptan,{'0.5 pill': 1}
36169,treatment,zzzquil,"{'15 mg': 1, '25mg': 5, '50mg': 2, '30mg': 1, '40mg': 1}"
36170,treatment,exercise--walking,{'. 75 mi': 1}
36171,treatment,gabapentin,{'4 × 300 mg': 2}
36172,treatment,rest ,"{'3 hours': 1, '2 hours': 1, '20minutes ': 3}"
36173,treatment,acetaminophen,{'1500mg': 1}
36174,treatment,cymbalta,"{'90.0 mg': 1, '1 x 60.0 mg': 7}"
36175,treatment,escitalopram,{'2 x 20mg': 2}
36176,treatment,sorbitol,{'1 tablet ': 49}
36177,treatment,paracetamol,"{'1 pill x 2': 50, '2x 500mg': 1}"
36178,treatment,buscopan,"{'2 ': 34, '6 x 10mg': 5, '4 x 10mg': 2, '2 x 10mg': 4}"
36179,treatment,sorbitol,{'1 tablet ': 139}
36180,treatment,buscopan,"{'2 x 10mg': 3, '4 x 10mg': 49, '6 x 10mg': 10, '2 x 10 mg': 61, '8 x 10mg': 11, '3 x 10 mg': 5, '3 times ': 1}"
36181,treatment,moviprep,"{'1.5litres': 111, '0.5 litres': 1}"
