~id, ~label, dosage:String
neurontin,Treatment,{'2x 300 mg': 1}
left arm weakness,Symptom,
hydroxyzine,Treatment,{'25mg': 1}
gi bleeding,Symptom,
solumedrol,Treatment,{'100 mg': 1}
pregabalin,Treatment,"{'100.0 mg': 2, '2 x 150mg': 2}"
ice pack,Treatment,{'block': 2}
co codamol,Treatment,{'2x 30/500': 2}
exceptionally sad,Symptom,
pain medicine,Treatment,"{'20.0 mg': 5, '2 x 20.0 mg': 1, '1': 2, '10/325': 1}"
pain medicine,Treatment,"{'20.0 mg': 30, '3 x 20.0 mg': 4, '2 x 20.0 mg': 4}"
pain medicine,Treatment,"{'20.0 mg': 8, '2 x 20.0 mg': 1, '4 x 20.0 mg': 1}"
cowden protocol,Treatment,"{'5.0 mg': 3, '3 x 2.0 mg': 1}"
low dose pain meds,Treatment,"{'10.0 mg': 7, '2 x 10.0 mg': 3, '3 x 10.0 mg': 3}"
lyrica,Treatment,"{'2 x 100.0 mg': 1, '100 mg': 8, '1 150 capsule every 8 hrs': 2, '100mg tid': 1, '150mg twice daily': 1, '150.0 mg': 1}"
low dose pain meds,Treatment,{'10.0 mg': 1}
anxiety medication,Treatment,{'0.25 mg': 1}
low dose pain meds,Treatment,"{'10.0 mg': 17, '2 x 10.0 mg': 6}"
lyrica,Treatment,{'100.0 mg': 1}
anti-depressants,Treatment,{'125.0 mg': 1}
low dose pain meds,Treatment,"{'2 x 10.0 mg': 1, '10.0 mg': 1}"
anti-depressants,Treatment,{'125.0 mg': 22}
lyrica,Treatment,{'100.0 mg': 22}
pain medicine,Treatment,{'3 x 20.0 mg': 22}
cowden protocol,Treatment,{'2.0 mg': 22}
anxiety medication,Treatment,{'0.25 mg': 22}
acetaminophen,Treatment,{'1 pill': 1}
naproxen,Treatment,{'1 pill': 1}
ibuprofen,Treatment,"{'2 pills': 1, '2.0 tablet': 2}"
zoloft,Treatment,"{'1 x 100mg': 1, '25.0 mg': 1}"
acetaminophen,Treatment,{'1 pill': 6}
ibuprofen,Treatment,{'2 pills': 6}
naproxen,Treatment,{'1 pill': 6}
zoloft,Treatment,{'1 x 100mg': 6}
ritalin,Treatment,{'40mg': 4}
anti inflammatory,Treatment,"{'3 tablets': 9, '50mg diclofenac': 1}"
metronidazole,Treatment,{'4 x 250mg': 2}
mesalazine,Treatment,{'4 x 1g': 2}
steroids,Treatment,{'6 day pack': 2}
steroids,Treatment,{'6 day pack': 1}
medication,Treatment,{'4': 1}
coughing blood,Symptom,
diet,Treatment,"{'gluten, dairy and wheat free': 1}"
bed rest,Treatment,{'two hours': 6}
bed rest,Treatment,{'two hours': 2}
imigran,Treatment,{'Injection ': 3}
imigran,Treatment,{'Injection ': 45}
bed rest,Treatment,{'two hours': 45}
testosterone,Treatment,{'12mg': 55}
exercise,Treatment,"{'15 minutes': 1, 'waking outside and in Curve': 1, '0.5 hour walk': 1, 'jazzercise': 1, 'btone': 2, 'spin': 10, 'walking': 1}"
cephalexin,Treatment,{'2 x 500mg': 1}
urinary hesitation,Symptom,
oxycodone,Treatment,{'15.0 mg': 2}
oxycontin,Treatment,{'80.0 mg': 2}
prednisone,Treatment,"{'10.0 mg': 2, '5 mg': 5, '27.5': 4, '32.5': 1, '*50 mg premed*': 6}"
soma,Treatment,{'350.0 mg': 2}
tacrolimus,Treatment,{'2.0 mg': 2}
xanax,Treatment,{'2.0 mg': 2}
b12 injections,Treatment,{'1 ml': 7}
mebeverine,Treatment,"{'135.0 mg': 2, '3 x 135mg': 3, '2 x 200mg': 1}"
allergy symptoms,Symptom,
mouth swelling,Symptom,
concerta,Treatment,"{'18.0 mg': 6, '36 mg': 24, '54mg': 1, '54 mg': 3, '27 mg': 2}"
knee and leg pain,Symptom,
hydrochlorothiazide,Treatment,{'1 pill ': 1}
wellbutrin xl,Treatment,"{'450 mg': 1, '300 mg': 1}"
bladder,Symptom,
laxido,Treatment,{'4 sachets': 3}
vitamin d3,Treatment,{'1000.0 IU': 1}
cymbalta,Treatment,"{'1 x 60.0 mg': 1, '30.0 mg': 2}"
lyrica,Treatment,"{'2 x 75.0 mg': 1, '1 morning/ 1 night': 1}"
ibuprofen,Treatment,"{'1 x 800mg': 1, '2 × 800mg': 1}"
lyrica,Treatment,{'2 x 75.0 mg': 1}
corlanor,Treatment,{'2.5 mg': 1}
caffeine,Treatment,"{'1 black tea': 1, '3 cups coffee': 22, 'half a bottle of iced tea ': 1, '2 sodas': 1, '2': 8, '3.5': 2, '2 teas': 8, '1.0 soda': 11, '2.0 sodas': 1, '1.0 tea': 1, '1 cup coffee': 2, '2 cups coffee': 1, '16.0 fl oz': 4, '16 mg': 14, '1.0 green tea': 1, '2 cups': 10, '1 cup of tea': 1, '1 cup': 1, '4 cups': 3}"
heat,Treatment,{'30 minutes': 2}
ambien,Treatment,"{'5 mg ': 1, '10mg': 2}"
l-theanine,Treatment,"{'200mg': 2, '1 capsule': 1}"
glucosamine chondroitin,Treatment,{'1500/1200': 1}
azithromycin,Treatment,"{'250 mg': 1, '500mg': 1}"
modafinil,Treatment,{'66mg': 1}
antidepressant,Treatment,{'55': 1}
antidepressant,Treatment,"{'55': 1, '2 x 20mg': 2, '5mg': 22, '60mg': 1, '50mg': 2, '10mg': 8}"
biofreeze,Treatment,{'gel': 3}
heating pad,Treatment,"{'1 hour': 3, '20 min': 1, '20 min x 3': 1}"
midol,Treatment,{'2 pills': 3}
biofreeze,Treatment,{'gel': 2}
heating pad,Treatment,{'1 hour': 2}
midol,Treatment,{'2 pills': 2}
bayer back and body pain,Treatment,{'2 pills': 2}
bayer back and body pain,Treatment,{'2 pills': 1}
tums,Treatment,"{'02': 1, '2 x 1000mg': 1}"
gas x,Treatment,"{'2 ': 1, '1': 1}"
paracetamol,Treatment,{'1 gram': 3}
heating pads,Treatment,"{'4 hours': 2, '2 hours': 3, '2.0 hours': 2}"
norco,Treatment,{'1 pill ': 1}
amitiza,Treatment,{'24 mcg x 2': 1}
fentanyl,Treatment,"{'2mg patch': 1, '12.5mcg patch every 72hrs': 2, '25.0 mcg': 11, '50mcg every 3rd day ': 1, '25 mcg patch applied every 72 hours': 1}"
dr. knowles,Treatment,"{'1': 1, '2': 1, '3': 1}"
dr. knowles,Treatment,"{'2': 54, '4': 41, '1': 20, '3': 50, '5': 4, '6': 3}"
meclizine,Treatment,"{'1 tab': 93, '.5': 5, '5': 18, '50mg': 1, '2 x 25.0 mg': 63, '1 x 25mg': 53, '25 mg': 1, '25mg': 1}"
plaquenil,Treatment,"{'1 x 200 mg': 3, '2 200mg': 1, '1 × 200 mgs': 1}"
digestive enzymes,Treatment,{'1 x 3 meals': 2}
baclofen,Treatment,{'2 x 20.0 mg': 1}
norco,Treatment,{'2x 10mg': 1}
stretching,Treatment,{'1.0 session': 1}
vitamin b12,Treatment,"{'1ml': 1, '1.0 unit': 1}"
adderall xr,Treatment,{'2 x 30 mg': 2}
adderall ir,Treatment,{'30mg': 2}
paxil,Treatment,"{'30mg': 5, '40 mg': 22, '20mg': 3}"
flovent,Treatment,{'44mg': 1}
fludrocortisone,Treatment,"{'.5mg': 1, '0,1': 94}"
latuda,Treatment,{'40 mg': 1}
midodrine,Treatment,"{'10 mg': 1, '3 x 10 mg': 3, '3 x 5 mg': 6}"
flovent,Treatment,{'44mg': 12}
latuda,Treatment,"{'40 mg': 10, '20 mg': 1}"
midodrine,Treatment,"{'10 mg': 10, '3 x 10 mg': 1}"
forgetful,Symptom,
caffeine,Treatment,{'1 cup coffee': 1}
urge to self harm,Symptom,
caffeine,Treatment,"{'1 cup coffee': 7, '1.0 soda': 1, '1 energy drink': 3, '1 black tea, 2 x green': 1}"
fluoxetine,Treatment,{'1 x 20mg': 7}
buscopan,Treatment,"{'2 x 10mg': 1, '20 mg ': 5}"
weight training,Treatment,{'30 mins': 1}
weight training,Treatment,{'30 mins': 6}
left lymph node tender,Symptom,
right eyelid twitching,Symptom,
joint pain stiffness hands,Symptom,
joint paint stiffness legs,Symptom,
memory and words,Symptom,
lung tightness,Symptom,
somnolence,Symptom,
ibruprofen,Treatment,{'400mg': 3}
eltroxin 75mg,Treatment,{'75mg': 3}
eltroxin 75mg,Treatment,{'75mg': 21}
ibruprofen,Treatment,{'400mg': 11}
eltroxin 75mg,Treatment,{'75mg': 11}
sensory overload: touch,Symptom,
dexamphetamine,Treatment,"{'25mg ': 1, '25mg': 2, '20mg': 2, '20mg ': 2}"
iron,Treatment,"{'300mg': 1, '2 pills': 2, '1.0 tablet': 4}"
motrin,Treatment,{'800mg ': 1}
pantoprazole,Treatment,"{'1 x 40mg': 1, '40mg': 5, '2 x 40mg': 71}"
prednisone 20mg,Treatment,{'2x 20mg': 1}
metoclopramide,Treatment,"{'10mg': 2, '2x 10mg': 6, '3x 10mg': 4, '3 x 10mg': 1, '1x 10mg': 45}"
fentanyl,Treatment,"{'50meq': 1, '25 mcg patch applied every 72 hours': 3, '25.0 mcg': 2}"
fentanyl,Treatment,{'50meq': 2}
wake up drenched,Symptom,
lamictal,Treatment,{'300mg AM': 2}
clonazapam,Treatment,{'0.25 mg': 2}
amphetamine,Treatment,{'2x10 mg': 2}
nerve pain right arm,Symptom,
zoloft,Treatment,"{'0.25 X 25mg': 5, '0.5 X 25mg': 4, '25mg': 1, '25 mg': 10, '37.5mg': 3, '50mg': 1}"
domperidone,Treatment,{'10mg': 8}
celebrex,Treatment,"{'200 mg': 5, '200mg': 1}"
anorexia,Symptom,
zolpidem,Treatment,{'5mg': 1}
hot cold feeling,Symptom,
tens machine,Treatment,"{'20 mins': 24, '10 min': 1}"
famotidine,Treatment,{'40 mg x 2': 8}
keppra,Treatment,{'300mg': 6}
mucinex,Treatment,"{'200mg': 6, '1 pill': 10, '1 pill ': 2}"
pain- wrists/hands,Symptom,
difficulty emptying bladder ,Symptom,
tramadol,Treatment,"{'50mg.  Take 1-2 tabs by mouth twice a day if needed severe pain': 1, '2 x 100 mg': 2, '50 mg': 1, '100mg': 1, '2 x 50.0 mg': 1, '2x50mg': 12, '1 x 50mg': 23}"
aleeve,Treatment,{'1 tablet as needed for pain': 1}
lisinopril,Treatment,{'10-12.5 mg tab 1 tablet daily in morning': 1}
cpap,Treatment,{'all night': 1}
d-ribose,Treatment,{'1.5 tsp (5000mg) 1 x daily': 1}
weighted blanket,Treatment,"{'25lb as needed ': 1, 'put over my hips for a while': 1}"
thyroid meds,Treatment,{'75mg Levothyroxine 30 minutes prior to breakfast or other meds': 1}
ativan,Treatment,{'.5mg by mouth for severe anxiety': 1}
cymbalta,Treatment,{'1x60mg evening': 1}
gabapentin,Treatment,"{'300mg Am, 300mg Noon, 600mg bedtime': 1}"
weighted blanket,Treatment,{'25lb as needed ': 1}
aleeve,Treatment,{'1 tablet as needed for pain': 8}
cpap,Treatment,"{'all night': 8, '9 hours': 2, '6 hours': 1}"
d-ribose,Treatment,"{'1.5 tsp (5000mg) 1 x daily': 8, '3 x 5 gms': 11}"
weighted blanket,Treatment,{'25lb as needed ': 8}
blood in stools,Symptom,
paracetamol,Treatment,{'2 x 500mg x4': 1}
aleve,Treatment,{'1 pill ': 1}
duloxetine,Treatment,"{'60.0 mg': 2, '1 x 60mg': 1, '90.0 mg': 1}"
fentanyl,Treatment,"{'25.0 mcg': 3, '50mcg every 3rd day ': 1}"
trazodone,Treatment,{'25.0 mg': 2}
dextroamphetamine,Treatment,"{'5mg': 1, '40mg': 1}"
metamucil,Treatment,"{'1 tsp': 4, '6 @ 22:11': 1}"
biotin,Treatment,{'1250 mcg': 2}
water,Treatment,"{'2 liters': 1, '118.0 fl oz': 1, '1 bottle': 4}"
nasal spray,Treatment,"{'2 sprays per nostril': 7, '1 spray per nostril': 25}"
caffine,Treatment,"{'1 cup': 1, '2 cups': 6}"
rectal swelling,Symptom,
chest acne,Symptom,
fixation on death,Symptom,
lexapro,Treatment,"{'40 mg': 1, '5mg': 15}"
methadone,Treatment,{'125mg': 1}
exercise,Treatment,"{'20 min elyptical': 1, '30.0 Min': 1}"
stretching,Treatment,"{'15.0 minutes': 1, '15 minutes': 1, '8.5 hours': 1, '7.75 hours': 1, '7.5 hours': 1, '5.5 hours': 1, '10.0 hr': 1}"
magnesium,Treatment,{'640 miligram': 2}
infrared sauna,Treatment,{'30 minutes': 2}
exercise,Treatment,{'0.5 hour walk': 1}
hot water bottle,Treatment,{'20.0 min': 1}
magnesium,Treatment,"{'500 mg': 1, '640 miligram': 1, '2 tablets ': 1}"
stretching,Treatment,"{'15 minutes': 1, '25 minutes': 1}"
heating pads,Treatment,{'2.0 hours': 2}
hot water bottle,Treatment,{'1 hour': 2}
exercise,Treatment,{'20 minutes': 1}
drinking to cope,Symptom,
citalopram,Treatment,"{'40 mg': 8, '20.0 mg': 1, '10.0 mg': 10, '1 x 20mg': 3, '30mg': 1, '1 x 40mg': 1, '3 x 10mg': 1, '1x 20mg': 10}"
magnesium citrate,Treatment,{'1 tablet': 1}
multi vitamin,Treatment,{'1 tablet': 2}
citalopram,Treatment,"{'40 mg': 89, '1 x 30mg': 48, '1x10mg': 76, '1x 20mg': 23, '10.0 mg': 1}"
magnesium citrate,Treatment,"{'1 tablet': 126, '2 tablets': 39, '2 x 300mg': 21, '200mg': 33}"
multi vitamin,Treatment,"{'1 tablet': 213, '3 capsules': 3, '1 x daily': 7, '1': 117}"
"turmeric, ginger, cayenne supplement",Treatment,{'2 capsules': 79}
citalopram,Treatment,"{'1x10mg': 1, '20mg': 1}"
multi vitamin,Treatment,"{'1 tablet': 1, '2': 3}"
"turmeric, ginger, cayenne supplement",Treatment,{'2 capsules': 1}
prozac,Treatment,"{'1 x 25mg': 2, '1 x 50': 8, '2 x 20mg': 1}"
vitamin d,Treatment,{'1 tablespoon': 11}
exercise,Treatment,{'30 mins': 11}
prozac,Treatment,{'1 x 50': 2}
vitamin d,Treatment,"{'1 tablespoon': 2, '25.000 I.U. ': 1}"
exercise,Treatment,{'30 mins': 2}
heat flush (mcad),Symptom,
body itching,Symptom,
venlafaxine,Treatment,"{'37mg': 3, '150mg': 1, '225mg per day ': 1, '1 x 37.5mg': 1}"
light headedness and weakness,Symptom,
plaquenil,Treatment,{'1 × 200 mgs': 2}
plaquenil,Treatment,{'1 × 200 mgs': 1}
panadol,Treatment,{'6 x 500mg': 1}
caffeine,Treatment,{'100.0 mg': 2}
venlafaxine,Treatment,{'150mg': 2}
amitriptyline,Treatment,{'2x10mg': 1}
ibruprofen,Treatment,"{'1 x 200 mg': 3, '1 x 400mg': 5}"
bloathed,Symptom,
plaquenil,Treatment,{'200mg bid': 1}
carafate,Treatment,{'1 Gm 4 x day': 1}
lyrica,Treatment,"{'150 mg tid': 1, '2 x 300.0 mg': 2}"
myrbetriq,Treatment,{'50 mg': 1}
oxycodone,Treatment,"{'5x15mg': 1, '10 mg every 6 hours': 1}"
prednisone,Treatment,"{'3 x 10mg': 1, '.5mg': 4, '5 mg': 2, '9 mg': 3, '8 mg': 4, '1 x 12 mg': 1}"
spironolactone,Treatment,"{'100.0 mg': 1, '50mg BID': 1}"
pariet,Treatment,{'20mg': 30}
hydrocodone,Treatment,"{'7.5/3': 1, '5/325mg ': 1, '325/7.5': 1, 'half': 1}"
hydrocodone,Treatment,{'7.5/3': 1}
claratin,Treatment,{'10mg': 1}
metformin,Treatment,"{'1000 x2': 1, '1000.0 mg': 33, '1.0 pill': 1}"
zoloft,Treatment,"{'1 x 125mg': 1, '1 x 50': 2, '1 x 100mg': 33}"
dairy-free diet,Treatment,{'all day': 2}
cannabis oil,Treatment,{'5 drops': 2}
buspirone,Treatment,{'30mg': 2}
amitriptyline,Treatment,{'20 mg': 1}
red bumps,Symptom,
hydroxizine,Treatment,{'20m': 1}
painful sleep,Symptom,
daytime temperature fluctuations ,Symptom,
cetirizine,Treatment,{'10.0 mg': 2}
diazepam,Treatment,{'6.0 mg': 2}
lansoprazole,Treatment,{'15.0 mg': 2}
levothyroxine,Treatment,{'100.0 mcg': 2}
nortriptyline,Treatment,{'10.0 mg': 2}
prednisolone,Treatment,{'5.0 mg': 2}
pregabalin,Treatment,{'300.0 mg': 2}
symbicort,Treatment,{'2.0 puff': 2}
bedtime,Treatment,{'30.0 mg': 1}
oxynorm,Treatment,{'15.0 mg': 1}
legs buckle,Symptom,
photosensitive,Symptom,
diazepam,Treatment,{'6.0 mg': 3}
cetirizine,Treatment,{'10.0 mg': 3}
lansoprazole,Treatment,{'2 x 1.0 capsule': 3}
levothyroxine,Treatment,"{'100.0 mcg': 3, '.125': 1}"
lyrica,Treatment,"{'2 x 150.0 mg': 3, '75mg morning': 1}"
nortriptyline,Treatment,{'10.0 mg': 3}
oxycontin,Treatment,"{'80.0 mg': 3, '30mg twice daily': 1}"
sertraline,Treatment,{'50.0 mg': 3}
symbicort,Treatment,{'2.0 puff': 3}
oxynorm,Treatment,{'15.0 mg': 3}
vitamin d tablets,Treatment,{'2000': 1}
vitamin e,Treatment,{'500IU': 1}
vitamin b complex,Treatment,"{'20 mg': 4, '10 mg': 4}"
azathioprine,Treatment,{'50 mg': 1}
fluticasone,Treatment,{'2 sprays in each nostril': 1}
miconazole,Treatment,{'2%': 1}
plaquenil,Treatment,"{'1 dose': 1, '2 x 200.0 mg': 1, '2x200 mg': 1, '1 x 200 mg': 1}"
systane,Treatment,{'as needed': 3}
vit d,Treatment,{'2000 mg': 1}
zomorph,Treatment,{'10mg': 4}
digestive enzyme,Treatment,"{'3 Capsules': 1, '6 capsules': 2}"
hydroxychloroquine 400mg,Treatment,{'400mg': 369}
omeprazole,Treatment,"{'2 capsules': 377, '1 x 20mg': 5, '20mg': 8, '1': 2, '2 x 20.0 mg': 1, '20.0 mg': 3}"
caltrate,Treatment,"{'600mg ': 7, '500 mg': 1, '1200 mg': 341}"
omega 3-6-9,Treatment,{'1 capsule ': 267}
prednisone 15mg ,Treatment,{'15mg': 52}
sertraline,Treatment,{'1 x 150mg': 1}
verapamil,Treatment,{'2 x 80': 1}
paracetamol,Treatment,{'2 x 500': 1}
vitamin d3,Treatment,{'1 tablet': 1}
multivitamin,Treatment,"{'1 tablet': 1, 'Stress formula': 1}"
paracetamol,Treatment,{'2 x 500': 3}
pregablin,Treatment,"{'150mg x 3': 3, '300mg': 55, '2 x 75mg': 3}"
stomache pain,Symptom,
fludrocortisone,Treatment,"{'0.15mg, 0.1mg': 1}"
hydrocortisone,Treatment,"{'15mg, 10mg': 1}"
pyridostigmine,Treatment,{'2 x 30mg': 1}
topiramate,Treatment,{'75mg': 1}
potassium cl,Treatment,{'2 x 40MEQ': 1}
naproxyn,Treatment,{'400mg': 1}
fexofenadine,Treatment,"{'2 x 180.0 mg': 23, '180.0 mg': 1, '3 x 120mg': 3}"
pyridostigmine,Treatment,{'2 x 30mg': 19}
topiramate,Treatment,"{'75mg': 20, '2x 25 mg': 1, '2 x 25mg': 3, '2 pills': 31, '1 Pill': 1, '2 x 50.0 mg': 2}"
potassium cl,Treatment,"{'2 x 40MEQ': 7, '40MEQ, 50MEQ': 12, '50MEQ': 1}"
naproxyn,Treatment,{'400mg': 4}
acetaminophen,Treatment,"{'325mg': 1, '400mg': 1, '2 pills': 3, '325 mg': 19, '650 mg': 8, '1950 mg': 1, '1300mg': 1, '2000 mg': 1, '1500mg': 2, '1000 mg': 11, '500.0 mg': 2}"
hydrocortisone,Treatment,"{'15mg, 5mg': 1, '10mg, 10mg': 3}"
potassium cl,Treatment,"{'40MEQ, 50MEQ': 1}"
fish oil,Treatment,"{'1000 mg': 1, '2 capsules': 1}"
inflamed salivary glands,Symptom,
salivary gland pain,Symptom,
plaquenil,Treatment,"{'200.0 mg': 3, '1 x 200 mg': 40, '2 x 200 mg': 64, '2 x 200mg': 1, '1 1/2 tablets': 1}"
suboxone,Treatment,"{'4.0 mg': 2, '6.0 mg': 1}"
adderall,Treatment,{'30.0 mg': 2}
suboxone,Treatment,{'6.0 mg': 2}
plaquenil,Treatment,"{'200.0 mg': 1, '400.0 mg': 1}"
gabapentin,Treatment,{'200.0 mg': 1}
plaquenil,Treatment,"{'200.0 mg': 1, '2 x 200mg': 1}"
adderall,Treatment,{'30.0 mg': 1}
suboxone,Treatment,{'6.0 mg': 1}
pain in left leg,Symptom,
pain in left arm,Symptom,
lamotrigine,Treatment,"{'50 mg': 51, '75 mg': 11, '70 mg': 1, '25 mg': 3}"
birth control pill,Treatment,"{'1 pill': 61, '2 pills': 1, '1 pill ': 7}"
feeling hazey,Symptom,
neck pain/stiffness,Symptom,
stabbing pain right eye,Symptom,
irregular body odor,Symptom,
calcium,Treatment,{'twice daily': 5}
dapsone,Treatment,{'100mg': 5}
pantoprazole,Treatment,{'40mg': 5}
prednisone,Treatment,"{'60.0 mg': 5, '5 mg': 19, '40 mg': 3, '10 mg ': 2, '1 × 10mg': 6}"
tylenol,Treatment,{'500mg': 5}
benadryl,Treatment,{'25.0 mg': 4}
trokendi,Treatment,{'50mg': 2}
cyclizine,Treatment,"{'1x 30mg': 1, '1 x 50mg': 6, '2 x 50mg': 2}"
desogestrel,Treatment,{'75mcg': 1}
diazepam,Treatment,{'2': 1}
lactulose,Treatment,{'2 x 10 ml': 1}
mebeverine,Treatment,{'135.0 mg': 4}
montelukast,Treatment,{'10 mg ': 1}
morphine,Treatment,{'5.0 ml': 1}
pentasa,Treatment,{'2.0 g': 1}
adcal d3,Treatment,{'2': 1}
sertaline,Treatment,{'100mg': 1}
zomorph,Treatment,{'30mg': 1}
lactulose,Treatment,{'2 x 10 ml': 9}
montelukast,Treatment,"{'10 mg ': 41, '1 tablet': 4, '10mg': 12, '1 pill at bedtime': 37, '10 mg x 2': 2, '1 capsule': 1, '10 mg': 14}"
pentasa,Treatment,"{'2.0 g': 9, '2 x 2.0 g': 2}"
inhaler,Treatment,{'2 puffs twice a day': 11}
adcal d3,Treatment,{'2': 9}
sertaline,Treatment,"{'100mg': 9, '25mg': 21, '2 x 50mg': 7, '50mg': 70}"
lip rash,Symptom,
drinking,Symptom,
beer,Symptom,
red wine,Symptom,
bubbly,Symptom,
white wine,Symptom,
coq10,Treatment,"{'1': 6, '1 ': 28, '150mg': 31, '300mg ': 5, '75mg': 138, '2 x 150mg': 4, '100mg': 42}"
b1,Treatment,"{'1': 8, '1 ': 41}"
zinc,Treatment,"{'0': 1, '1': 7, '1 ': 41, '30mg': 4, '15mg': 2}"
d-ribose,Treatment,"{'1 ': 109, '1': 70, '2': 5, '2 ': 4, '.1': 5}"
modafinil,Treatment,"{'50mg': 53, '100mg': 10, '50 mg': 136, '2 x 200.0 mg': 2}"
exercise--walking,Treatment,{'20 mins': 1}
gatorade,Treatment,{'250ml': 1}
l-glutamine,Treatment,"{'1 tsp x 1': 3, '100 g': 25}"
cbd oil,Treatment,"{'.25ml': 49, '.75ml': 1}"
fish oil,Treatment,"{'2': 42, '1': 9, '1 ': 22, '2 ': 5}"
l-carnitine,Treatment,"{'1': 6, '1 ': 41, '2 tablets': 73}"
b2,Treatment,"{'1': 5, '1 ': 41}"
vitamin c,Treatment,"{'1': 4, '1 ': 41, '500mg': 5}"
multivitamin,Treatment,"{'1': 24, '1 ': 111, '.1': 5}"
folic acid,Treatment,"{'1 ': 4, '1': 1, '4': 2, '6mg': 1, '5mg': 25, '0.5mg': 26, '1 mg/day': 6}"
executive b stress formula,Treatment,"{'1': 3, '1 ': 26}"
b12,Treatment,{'1000mcg': 45}
lysine,Treatment,{'1000mg': 41}
l-tyrosine,Treatment,"{'2': 6, '2 ': 9, '1 ': 19, '1': 6}"
walking,Treatment,"{'short + slow': 160, 'long + slow': 1, '20 minutes': 2}"
hydralyte,Treatment,"{'2': 133, '3': 1, '1': 3, '.2': 6}"
iron,Treatment,"{'1': 6, '65mg': 5, '2 tablets ferrograd c': 21, '1 tablet': 1, '1 pill ': 19, '2 pills': 31}"
b6,Treatment,"{'200mg': 6, '50mg': 53}"
zyrtec,Treatment,"{'10mg': 70, '1 X 10mg': 1, '10 mg': 1}"
telfast,Treatment,{'60mg': 5}
micro lsd,Treatment,"{'2': 1, '.2': 2, '.1': 3, '1': 1, '1 ': 34}"
cetrizine,Treatment,{'10 mg': 26}
headache right side,Symptom,
roaming pain,Symptom,
fluticasone,Treatment,{'2 sprays in each nostril': 2}
lactulose,Treatment,{'2 x 15ML': 2}
homeopathic remedy,Treatment,{'30all but bacteria-tox': 2}
extra sleep,Treatment,{'1.5 hr': 2}
tylenol 3,Treatment,"{'2 pills': 1, '2 pill': 32, '1 pill': 1, '2': 1, '1/2 pill': 1}"
diet,Treatment,{'no breakfast only lunch no dinner.': 1}
pain meds,Treatment,{'1 morning and 1 evening.': 1}
celecoxib,Treatment,"{'200 mg': 1, '2 doses': 1}"
cyproheptadine,Treatment,{'12 mg': 1}
fluoxitine,Treatment,{'40 mg': 1}
azithromycin,Treatment,{'.625': 1}
guanfacine,Treatment,{'1mg': 1}
probiotic,Treatment,{'1 capsule of 2': 1}
azithromycin,Treatment,"{'.625': 44, 'new dose 1.25': 1, '.70': 5, '2 x 250 mg': 47, '1 x 250 mg': 1}"
guanfacine,Treatment,"{'1mg': 10, '2mg': 38, '4mg': 1}"
probiotic,Treatment,"{'1 capsule of 2': 51, '3 tabs': 1, '1 ': 5, '1 Capsule - PM': 1, 'two caps': 1, '1 capsule': 4, '5 million ': 28, '20 billion': 32}"
azithromycin,Treatment,{'.625': 4}
claritin,Treatment,{'10mg': 4}
guanfacine,Treatment,"{'1mg': 3, '2mg': 1}"
probiotic,Treatment,{'1 capsule of 2': 4}
azithromycin,Treatment,{'.70': 1}
claritin,Treatment,{'10mg': 1}
guanfacine,Treatment,{'2mg': 1}
motrin,Treatment,"{'10 ml': 1, '2': 12, '3': 19, '2x 200mg': 1, '4 Pills': 5, '600 mg': 1}"
fish oil,Treatment,"{'1 capsule': 1, '2 softgel': 42, '1 softgel 2x daily': 1}"
motrin,Treatment,{'2': 2}
azithromycin,Treatment,{'.625': 2}
claritin,Treatment,{'10mg': 2}
guanfacine,Treatment,{'2mg': 2}
probiotic,Treatment,{'1 capsule of 2': 2}
motrin,Treatment,{'3': 1}
inflamed knees,Symptom,
right arm pain from shoulder to elbow,Symptom,
methadone,Treatment,{'10mg': 3}
simply sleep,Treatment,{'15 hours': 3}
amitryptaline,Treatment,{'50mg': 3}
bedrest,Treatment,{'8 hours': 3}
mood stabilizer,Treatment,{'900 mg': 1}
singulair,Treatment,"{'10mg': 1, '10.0 mg': 8, '1 pill': 1, '10.0 Mg': 1, '1 × 10mg': 2, '5mg': 1}"
painful gas,Symptom,
scar pain,Symptom,
pantoprazole,Treatment,"{'1 x 40mg': 2, '40mg': 3}"
insecurity,Symptom,
bupropion,Treatment,"{'150 mg': 1, '150.0 mg': 3, '300.0 mg': 19, '2 x 150.0 mg': 7, '0.25 pill': 2, '100 mg': 4}"
duloxetine,Treatment,"{'1 x 60mg': 1, '50mg': 1}"
fluticasone,Treatment,{'2 puffs twice per day': 1}
duloxetine,Treatment,{'1 x 60mg at night': 1}
melatonin,Treatment,"{'1 pill ': 1, '5mg': 1, '2.5mg': 1, '3 mg (prior night)': 1, '10 mg (nightly)': 4, '3,3': 1}"
ibuprofen,Treatment,"{'1 x400mg up to 3 x daily ': 30, '1 pill x2': 3, '1 pill ': 2}"
vitamin d3,Treatment,"{'1 x 1000U': 3, '1 capsule': 1, '1 x 2000 IU': 1}"
concerta,Treatment,{'36 mg': 1}
diazepam,Treatment,"{'10 mg': 1, '1 x 5mg': 43, '2 x 5 mg': 31}"
etoricoxib,Treatment,"{'60 mg': 1, '90mg': 1}"
codeine,Treatment,"{'4 x 30mg': 1, '45mg': 11, '2 x 45mg doses': 1, '60mg': 8}"
docusate,Treatment,{'4 x 100mg': 1}
lansoprazole,Treatment,"{'2 x 30mg': 1, '15 mg': 11}"
